#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-19T19:16:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-19T19:16:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RAICRS&-out=DEICRS&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Notes	(A1)	[DGPWXYZ] Existence of notes (H70)	[ucd=meta.note]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;HIP;RAhms;DEdms;Vmag;RAICRS;DEICRS;Plx;pmRA;pmDE;e_Plx;B-V;Notes;_RA.icrs;_DE.icrs
056.7024709846;+00.9881490061; 17641;03 46 48.56;+00 59 17.0;10.92;056.70234183;+00.98805052;   5.18;   53.13;   40.52;  2.43; 0.584; ;056.70247098;+00.98814901
056.7038665207;+30.8083050739; 17642;03 46 48.93;+30 48 30.0;10.23;056.70388084;+30.80832481;   2.03;   -5.06;   -8.12;  3.15;      ;G;056.70386652;+30.80830507
056.7069522782;+47.6038963708; 17644;03 46 49.66;+47 36 14.1; 7.57;056.70692517;+47.60391110;   1.27;    7.52;   -6.06;  1.00; 1.171; ;056.70695228;+47.60389637
056.7072853015;+11.1841019246; 17643;03 46 49.69;+11 11 03.3; 8.27;056.70704371;+11.18423789;   5.99;   97.51;  -55.94;  1.25; 1.072; ;056.70728530;+11.18410192
056.7076045281;+04.8808155575; 17645;03 46 49.82;+04 52 50.9; 8.55;056.70759338;+04.88080462;   2.87;    4.57;    4.50;  1.09; 0.186; ;056.70760453;+04.88081556
056.7085160006;+30.8092801239; 17646;03 46 50.05;+30 48 33.5; 9.91;056.70853032;+30.80929986;   2.03;   -5.06;   -8.12;  3.15;      ;G;056.70851600;+30.80928012
056.7092043046;-66.8135428186; 17647;03 46 50.21;-66 48 48.6; 8.85;056.70921875;-66.81350252;   2.38;   -2.34;  -16.58;  0.74; 1.034; ;056.70920430;-66.81354282
056.7104004430;+48.5374755082; 17648;03 46 50.35;+48 32 15.9;12.27;056.70977512;+48.53773818;  17.11;  170.35; -108.07;  4.42;      ; ;056.71040044;+48.53747551
056.7107438711;+35.4537246622; 17649;03 46 50.58;+35 27 13.4; 9.28;056.71076064;+35.45373244;   0.77;   -5.62;   -3.20;  1.55; 1.277; ;056.71074387;+35.45372466
056.7117143561;-09.3878476104; 17650;03 46 50.83;-09 23 15.8; 9.31;056.71177560;-09.38772285;   4.60;  -24.86;  -51.33;  1.41; 0.562; ;056.71171436;-09.38784761
056.7120314298;-23.2497226453; 17651;03 46 50.99;-23 14 54.4; 4.22;056.71245432;-23.24843800;  55.79; -159.86; -528.54;  0.69; 0.434; ;056.71203143;-23.24972265
056.7154572383;-59.0541036053; 17652;03 46 51.71;-59 03 14.5; 9.78;056.71547104;-59.05403764;   4.99;   -2.92;  -27.14;  1.02; 0.516; ;056.71545724;-59.05410361
056.7175276563;-42.2513756147; 17653;03 46 52.19;-42 15 05.1; 9.74;056.71747213;-42.25142933;   1.63;   16.91;   22.10;  1.13; 1.156; ;056.71752766;-42.25137561
056.7184565912;-45.8356470487; 17654;03 46 52.40;-45 50 08.5; 9.19;056.71834398;-45.83568708;   6.16;   32.28;   16.47;  2.31; 0.412; ;056.71845659;-45.83564705
056.7200635529;+41.8593908537; 17655;03 46 52.86;+41 51 33.4; 8.31;056.72025355;+41.85927934;  15.32;  -58.22;   45.88;  1.06; 0.606; ;056.72006355;+41.85939085
056.7266068382;+60.4654793115; 17656;03 46 54.12;+60 27 55.4; 9.99;056.72550035;+60.46539308;  16.18;  224.41;   35.48;  1.80; 0.815; ;056.72660684;+60.46547931
056.7315671447;+18.2839606850; 17657;03 46 55.57;+18 17 02.4; 8.94;056.73155153;+18.28399831;   5.41;    6.10;  -15.48;  1.37; 0.485; ;056.73156714;+18.28396068
056.7336622753;+09.5303851128; 17658;03 46 56.09;+09 31 49.6; 7.98;056.73370612;+09.53043596;   7.65;  -17.79;  -20.92;  1.09; 0.228; ;056.73366228;+09.53038511
056.7339232966;-14.4783019935; 17659;03 46 56.14;-14 28 41.8; 7.49;056.73392046;-14.47828899;   4.21;    1.13;   -5.35;  0.98; 1.453; ;056.73392330;-14.47830199
056.7378360096;-43.8069395467; 17660;03 46 57.08;-43 48 25.0; 8.23;056.73782274;-43.80694888;   3.30;    3.94;    3.84;  0.87; 1.331; ;056.73783601;-43.80693955
056.7382463275;+58.9607634999; 17661;03 46 57.18;+58 57 38.8; 8.80;056.73823591;+58.96078642;   2.69;    2.21;   -9.43;  1.22; 1.335; ;056.73824633;+58.96076350
056.7410221908;+28.6798504137; 17662;03 46 57.84;+28 40 47.7; 8.68;056.74098008;+28.67992807;   2.74;   15.20;  -31.95;  1.46; 0.242; ;056.74102219;+28.67985041
056.7412918636;-50.4934186659; 17663;03 46 57.89;-50 29 37.2; 8.90;056.74120376;-50.49367735;  10.84;   23.06;  106.43;  0.90; 0.679; ;056.74129186;-50.49341867
056.7474883767;+24.5201237499; 17664;03 46 59.38;+24 31 12.8; 6.83;056.74743102;+24.52023417;   6.66;   21.47;  -45.43;  0.99; 0.021; ;056.74748838;+24.52012375
056.7488821221;+46.6177771636; 17665;03 46 59.73;+46 37 04.1; 7.62;056.74888559;+46.61779199;   0.29;   -0.98;   -6.10;  0.94; 1.312; ;056.74888212;+46.61777716
056.7535378907;-30.0552649507; 17667;03 47 00.84;-30 03 18.5; 7.06;056.75351624;-30.05515210;   3.00;    7.71;  -46.43;  0.80; 1.598; ;056.75353789;-30.05526495
056.7588153914;+41.4272646506; 17666;03 47 01.65;+41 25 49.0; 7.67;056.75687379;+41.43027841;  40.83;  598.96;-1239.94;  2.24; 0.796;W;056.75881539;+41.42726465
056.7573913361;+08.6647475664; 17668;03 47 01.77;+08 39 53.3;10.89;056.75737774;+08.66481149;   8.85;    5.53;  -26.30;  4.18; 0.591; ;056.75739134;+08.66474757
056.7577769621;-56.6791139534; 17669;03 47 01.93;-56 40 44.0; 8.96;056.75803089;-56.67887503;  11.26;  -57.39;  -98.30;  0.80; 0.594; ;056.75777696;-56.67911395
056.7649028746;+08.9548889949; 17670;03 47 03.60;+08 57 17.4; 7.12;056.76498299;+08.95482354;   8.50;  -32.56;   26.93;  1.16; 1.204; ;056.76490287;+08.95488899
056.7767770593;-56.0414366234; 17671;03 47 06.05;-56 02 29.5; 9.48;056.77519744;-56.04151813;  11.65;  363.03;   33.53;  0.92; 0.612; ;056.77677706;-56.04143662
056.7817755672;-11.4894152136; 17672;03 47 07.62;-11 29 22.0; 7.99;056.78174506;-11.48944229;   4.02;   12.30;   11.14;  1.19; 0.811; ;056.78177557;-11.48941521
056.7871860003;+87.8967362396; 17673;03 47 08.24;+87 53 48.6; 8.81;056.78434422;+87.89684377;   8.49;   42.91;  -44.24;  0.83; 0.480; ;056.78718600;+87.89673624
056.7889845889;-03.5700420887; 17674;03 47 09.34;-03 34 11.5;10.04;056.78890515;-03.56985287;   8.40;   32.62;  -77.85;  1.60; 0.590; ;056.78898459;-03.57004209
056.7943247690;+51.7063870045; 17675;03 47 10.58;+51 42 23.7; 6.90;056.79409281;+51.70657022;  18.05;   59.14;  -75.38;  0.85; 0.373; ;056.79432477;+51.70638700
056.7980279684;-50.6372111944; 17676;03 47 11.48;-50 38 14.3; 9.27;056.79784237;-50.63729658;   8.89;   48.43;   35.13;  1.01; 0.648; ;056.79802797;-50.63721119
056.8063663253;+05.4399317868; 17677;03 47 13.51;+05 26 23.9; 9.43;056.80630890;+05.43997770;   5.28;   23.52;  -18.89;  1.52; 0.457; ;056.80636633;+05.43993179
056.8092462124;+60.8691295921; 17679;03 47 14.22;+60 52 08.9; 8.85;056.80925490;+60.86913404;   4.02;   -1.74;   -1.83;  1.43; 0.377; ;056.80924621;+60.86912959
056.8097549733;-74.2389623394; 17678;03 47 14.23;-74 14 21.3; 3.26;056.80929799;-74.23924251;  15.23;   51.07;  115.27;  0.53; 1.590;P;056.80975497;-74.23896234
056.8169752171;+06.1192082083; 17680;03 47 16.05;+06 07 09.4; 9.32;056.81688064;+06.11928025;   4.31;   38.69;  -29.64;  1.51; 0.557; ;056.81697522;+06.11920821
056.8171788625;+44.0737375484; 17681;03 47 16.10;+44 04 25.7; 7.06;056.81708620;+44.07381817;   8.13;   27.39;  -33.17;  0.78; 0.007; ;056.81717886;+44.07373755
056.8199679696;+41.5967754601; 17682;03 47 16.75;+41 35 48.4; 8.53;056.81977605;+41.59677862;   7.06;   59.05;   -1.30;  1.18; 0.599; ;056.81996797;+41.59677546
056.8225985925;-64.3295353446; 17683;03 47 16.98;-64 19 48.7; 8.80;056.82074917;-64.33018220;  19.79;  329.62;  266.13;  0.70; 0.608; ;056.82259859;-64.32953534
056.8214270849;+23.7267511982; 17684;03 47 17.16;+23 43 36.5; 6.98;056.82151746;+23.72681291;  16.10;  -34.04;  -25.39;  1.09; 0.542; ;056.82142708;+23.72675120
056.8221098622;+47.3859819894; 17685;03 47 17.30;+47 23 09.7;10.26;056.82209859;+47.38602642;   3.92;    3.14;  -18.28;  1.78; 0.320; ;056.82210986;+47.38598199
056.8223755275;+62.4750234546; 17686;03 47 17.37;+62 28 30.1; 8.07;056.82238531;+62.47501784;   1.05;   -1.86;    2.31;  0.89; 0.050; ;056.82237553;+62.47502345
056.8304877532;+82.4836310325; 17687;03 47 19.32;+82 29 01.1;10.12;056.83051804;+82.48362622;   1.20;   -1.63;    1.98;  1.22;-0.039; ;056.83048775;+82.48363103
056.8321505233;-50.7540194414; 17688;03 47 19.74;-50 45 14.0; 6.58;056.83224219;-50.75387949;   5.59;  -23.86;  -57.58;  0.56; 1.325; ;056.83215052;-50.75401944
056.8332332399;-29.9017263293; 17689;03 47 19.86;-29 54 05.7; 6.54;056.83276739;-29.90158791;  25.99;  166.15;  -56.95;  0.74; 0.509; ;056.83323324;-29.90172633
056.8363300694;-76.4215711949; 17690;03 47 20.54;-76 25 18.2; 8.69;056.83559617;-76.42172663;  14.52;   70.89;   63.95;  0.76; 0.705; ;056.83633007;-76.42157119
056.8362630579;-58.0767397054; 17691;03 47 20.70;-58 04 36.5; 9.93;056.83624982;-58.07679257;   0.24;    2.88;   21.75;  1.05;-0.102; ;056.83626306;-58.07673971
056.8373713862;+23.8033469885; 17692;03 47 20.96;+23 48 12.4; 6.99;056.83731884;+23.80345386;   8.35;   19.78;  -43.97;  1.00; 0.030; ;056.83737139;+23.80334699
056.8428834522;-29.4686470300; 17693;03 47 22.28;-29 28 06.7; 6.93;056.84281391;-29.46852978;   8.21;   24.91;  -48.24;  0.86; 1.103; ;056.84288345;-29.46864703
056.8454047027;+22.9221215789; 17694;03 47 22.88;+22 55 20.0; 8.17;056.84535261;+22.92223144;   9.87;   19.74;  -45.20;  1.19; 0.255; ;056.84540470;+22.92212158
056.8472710710;-01.9722020720; 17695;03 47 23.24;-01 58 17.5;11.59;056.84681692;-01.97154152;  61.45;  186.74; -271.77;  3.02; 1.511; ;056.84727107;-01.97220207
056.8468939663;+12.4499970000; 17696;03 47 23.26;+12 27 00.1; 9.59;056.84693190;+12.45003200;   6.56;  -15.24;  -14.40;  1.41; 0.587; ;056.84689397;+12.44999700
056.8530764381;+12.5082317162; 17697;03 47 24.73;+12 30 29.8; 8.39;056.85304833;+12.50828181;   5.54;   11.29;  -20.61;  1.11; 1.229; ;056.85307644;+12.50823172
056.8569630968;+29.8757789951; 17698;03 47 25.67;+29 52 32.9; 8.19;056.85695138;+29.87579195;   2.56;    4.18;   -5.33;  1.01; 0.184; ;056.85696310;+29.87577900
056.8648768107;-50.0647402674; 17699;03 47 27.56;-50 03 53.2; 7.83;056.86484421;-50.06479075;   3.30;    8.61;   20.77;  0.76; 1.263; ;056.86487681;-50.06474027
056.8656850620;+33.3248722846; 17700;03 47 27.77;+33 19 29.6; 9.75;056.86568768;+33.32489292;   2.11;   -0.90;   -8.49;  1.42; 0.300; ;056.86568506;+33.32487228
056.8706265017;-00.3564345882; 17701;03 47 28.95;-00 21 22.9;10.72;056.87063987;-00.35636680;   7.68;   -5.50;  -27.89;  2.42; 0.644; ;056.87062650;-00.35643459
056.8710919954;-61.1746825937; 17703;03 47 29.06;-61 10 29.1; 8.98;056.87107909;-61.17476025;   2.44;    2.56;   31.95;  0.86; 0.946; ;056.87109200;-61.17468259
056.8711521743;+24.1051371487; 17702;03 47 29.06;+24 06 18.9; 2.85;056.87110065;+24.10524193;   8.87;   19.35;  -43.11;  0.99;-0.086; ;056.87115217;+24.10513715
056.8727218818;+24.2883436408; 17704;03 47 29.44;+24 17 18.4; 6.83;056.87267431;+24.28845287;   9.05;   17.84;  -44.94;  0.97; 0.066; ;056.87272188;+24.28834364
056.8768204970;-17.5239733046; 17705;03 47 30.45;-17 31 26.1; 8.03;056.87689110;-17.52390819;   5.96;  -27.70;  -26.79;  1.01; 1.094; ;056.87682050;-17.52397330
056.8822277910;+53.9488273971; 17706;03 47 31.54;+53 56 57.4;10.28;056.88143404;+53.94927224;  17.65;  192.19; -183.02;  2.13; 1.043; ;056.88222779;+53.94882740
056.8839493274;+55.9219599473; 17707;03 47 32.12;+55 55 19.4; 6.09;056.88383173;+55.92204893;   7.56;   27.11;  -36.61;  0.80;-0.020; ;056.88394933;+55.92195995
056.8927577782;+16.7059248331; 17708;03 47 34.26;+16 42 21.3; 8.44;056.89275453;+16.70591759;   1.29;    1.28;    2.98;  1.26; 1.200; ;056.89275778;+16.70592483
056.8949865108;-36.7486921956; 17709;03 47 34.79;-36 44 55.1; 8.59;056.89496282;-36.74865214;   3.14;    7.81;  -16.48;  0.97; 1.225; ;056.89498651;-36.74869220
056.9011813708;-36.4132183424; 17710;03 47 36.13;-36 24 48.4;11.16;056.90053051;-36.41344949;  16.09;  215.50;   95.10;  6.21; 1.194; ;056.90118137;-36.41321834
056.9041896961;-76.4708865743; 17711;03 47 36.94;-76 28 15.4; 8.39;056.90391198;-76.47095288;   2.96;   26.73;   27.28;  0.72; 1.131; ;056.90418970;-76.47088657
056.9076531194;-27.1846560396; 17712;03 47 37.83;-27 11 04.8; 9.11;056.90762861;-27.18465655;   0.60;    8.97;    0.21;  1.19; 1.187; ;056.90765312;-27.18465604
056.9090707798;+50.3639468817; 17713;03 47 38.18;+50 21 50.3; 7.72;056.90906636;+50.36396409;   0.93;    1.16;   -7.08;  0.92; 1.450; ;056.90907078;+50.36394688
056.9095812291;+14.0868872314; 17714;03 47 38.29;+14 05 12.8; 8.84;056.90952442;+14.08689603;  10.08;   22.67;   -3.62;  1.43; 0.483; ;056.90958123;+14.08688723
056.9123223141;+70.2134492633; 17715;03 47 38.91;+70 12 48.7; 8.26;056.91211115;+70.21352201;   7.16;   29.41;  -29.93;  0.84; 0.376; ;056.91232231;+70.21344926
056.9140953608;-70.9218366391; 17716;03 47 39.18;-70 55 18.4; 9.09;056.91323686;-70.92178803;   6.34;  115.45;  -20.00;  0.88; 0.683; ;056.91409536;-70.92183664
056.9152123668;-23.8746766984; 17717;03 47 39.62;-23 52 29.3; 5.24;056.91508473;-23.87479582;  11.98;   48.02;   49.01;  0.72; 0.075; ;056.91521237;-23.87467670
056.9170157792;+51.5288275583; 17718;03 47 40.07;+51 31 44.0; 7.34;056.91694022;+51.52889435;   8.12;   19.34;  -27.48;  0.92; 0.167; ;056.91701578;+51.52882756
056.9208327083;+39.1601675073; 17719;03 47 40.81;+39 09 37.4;10.23;056.92005845;+39.16038643;  26.39;  247.00;  -90.07;  4.78; 1.200; ;056.92083271;+39.16016751
056.9205676700;-69.8887979928; 17720;03 47 40.98;-69 53 19.7; 7.44;056.92074750;-69.88881017;   7.65;  -25.44;    5.01;  0.57; 0.237; ;056.92056767;-69.88879799
056.9284245818;+62.8844461882; 17721;03 47 42.81;+62 53 04.1; 9.46;056.92838624;+62.88445890;   3.48;    7.19;   -5.23;  1.41; 0.477; ;056.92842458;+62.88444619
056.9291375751;+10.5006863372; 17722;03 47 42.97;+10 30 02.9; 9.46;056.92903887;+10.50079299;  16.06;   39.93;  -43.88;  1.52; 0.681; ;056.92913758;+10.50068634
056.9294321311;-47.0140884890; 17724;03 47 43.06;-47 00 50.7; 9.49;056.92942657;-47.01409668;   4.96;    1.56;    3.37;  1.95; 0.576; ;056.92943213;-47.01408849
056.9295294722;+39.8370460860; 17723;03 47 43.08;+39 50 13.5; 8.88;056.92948367;+39.83709127;   2.95;   14.47;  -18.59;  1.11; 1.210; ;056.92952947;+39.83704609
056.9329398793;-57.6301680108; 17725;03 47 43.90;-57 37 48.7; 7.96;056.93293198;-57.63018449;   4.47;    1.74;    6.78;  0.67; 1.220; ;056.93293988;-57.63016801
056.9350308531;+14.3601520690; 17726;03 47 44.40;+14 21 36.5; 8.74;056.93498652;+14.36015151;   4.46;   17.67;    0.23;  1.56; 1.194; ;056.93503085;+14.36015207
056.9401563371;-02.5659574121; 17727;03 47 45.60;-02 33 57.2; 8.17;056.93999610;-02.56587611;   9.98;   65.86;  -33.45;  1.10; 0.504; ;056.94015634;-02.56595741
056.9441980305;+70.5493696051; 17728;03 47 46.61;+70 32 57.7; 8.86;056.94422584;+70.54936506;   3.45;   -3.81;    1.87;  1.06; 0.365; ;056.94419803;+70.54936961
056.9451469709;+25.3856943226; 17729;03 47 46.82;+25 23 08.9; 8.32;056.94509494;+25.38580834;   7.61;   19.34;  -46.91;  1.17; 0.262; ;056.94514697;+25.38569432
056.9473127631;+35.0182653439; 17730;03 47 47.36;+35 01 05.8; 9.57;056.94731582;+35.01828333;  -0.01;   -1.03;   -7.40;  1.69; 0.110; ;056.94731276;+35.01826534
056.9479919831;-04.8367618940; 17731;03 47 47.52;-04 50 12.3; 7.42;056.94798769;-04.83676046;   4.11;    1.76;   -0.59;  0.98; 1.218; ;056.94799198;-04.83676189
056.9542516977;+32.1954148062; 17732;03 47 49.04;+32 11 43.8; 6.26;056.95431974;+32.19549815;  17.92;  -23.69;  -34.29;  1.06; 0.474; ;056.95425170;+32.19541481
056.9564242952;-07.0259061383; 17733;03 47 49.54;-07 01 33.3; 8.04;056.95640032;-07.02590468;   3.93;    9.79;   -0.60;  0.97;-0.035; ;056.95642430;-07.02590614
056.9567205448;-36.1057847336; 17734;03 47 49.60;-36 06 21.0; 6.21;056.95668288;-36.10582931;   6.16;   12.52;   18.34;  0.58;-0.102; ;056.95672054;-36.10578473
056.9694406888;+33.5998718940; 17735;03 47 52.66;+33 35 59.6; 6.57;056.96942782;+33.59988271;   2.63;    4.41;   -4.45;  1.00; 0.035;P;056.96944069;+33.59987189
056.9769923331;+52.4675147095; 17736;03 47 54.31;+52 28 05.5; 9.82;056.97630559;+52.46818659;  21.70;  172.13; -276.43;  1.85; 0.956; ;056.97699233;+52.46751471
056.9826440195;-15.1048087601; 17737;03 47 55.84;-15 06 17.2; 7.99;056.98264840;-15.10476659;   2.59;   -1.74;  -17.35;  1.00; 1.590; ;056.98264402;-15.10480876
056.9835027269;-30.1678822341; 17738;03 47 56.02;-30 10 02.4; 5.52;056.98342907;-30.16732063;  11.55;   26.20; -231.06;  0.65; 0.973; ;056.98350273;-30.16788223
056.9841640781;-30.0972283264; 17739;03 47 56.20;-30 05 50.2; 7.90;056.98418335;-30.09726425;   6.04;   -6.86;   14.78;  0.92; 0.320; ;056.98416408;-30.09722833
056.9876663933;+18.6633538350; 17740;03 47 57.04;+18 39 48.2; 9.31;056.98766352;+18.66339496;   0.86;    1.12;  -16.92;  1.58; 0.591; ;056.98766639;+18.66335383
056.9917322931;+37.8147797314; 17741;03 47 58.06;+37 48 55.0;10.43;056.99192440;+37.81527836;  10.03;  -62.44; -205.15;  1.97; 0.757; ;056.99173229;+37.81477973
056.9931336149;-33.5961403089; 17742;03 47 58.31;-33 35 45.5; 9.14;056.99294488;-33.59596825;  17.00;   64.68;  -70.79;  1.25; 0.880; ;056.99313361;-33.59614031
056.9920935868;+02.7878057067; 17743;03 47 58.33;+02 47 19.9;11.05;056.99303501;+02.78885403;  57.59; -386.87; -431.31;  2.56; 1.495; ;056.99209359;+02.78780571
056.9952320205;-02.8614165382; 17744;03 47 58.87;-02 51 41.1; 6.98;056.99528444;-02.86142225;   9.25;  -21.54;    2.35;  0.82; 0.256; ;056.99523202;-02.86141654
056.9960330239;-26.3286056400; 17745;03 47 59.06;-26 19 43.0; 6.97;056.99608238;-26.32861614;   4.80;  -18.20;    4.32;  0.89; 0.121; ;056.99603302;-26.32860564
057.0012998580;+16.9625063563; 17746;03 48 00.27;+16 57 45.2; 7.98;057.00112719;+16.96254928;   7.46;   67.95;  -17.66;  1.15; 0.406; ;057.00129986;+16.96250636
057.0015581370;+40.5306352574; 17747;03 48 00.33;+40 31 50.1; 7.25;057.00138686;+40.53058407;  19.24;   53.56;   21.06;  0.85; 0.634; ;057.00155814;+40.53063526
057.0046720651;-64.8365838346; 17748;03 48 00.66;-64 50 12.6; 7.85;057.00276867;-64.83682576;  23.65;  332.98;   99.53;  0.87; 0.658; ;057.00467207;-64.83658383
057.0043217410;+68.6728696478; 17749;03 48 00.83;+68 40 20.2; 9.17;057.00347701;+68.67228707;  57.53;  126.40;  239.69;  2.68; 1.314;X;057.00432174;+68.67286965
057.0059983521;+68.6780190962; 17750;03 48 01.34;+68 40 36.8; 9.41;057.00558859;+68.67688918;  57.53;   61.30;  464.88;  2.68; 1.530;X;057.00599835;+68.67801910
057.0070170147;-44.2005724098; 17751;03 48 01.63;-44 12 02.6; 9.25;057.00680922;-44.20072641;  14.79;   61.29;   63.36;  1.05; 0.567; ;057.00701701;-44.20057241
057.0085585302;+07.1296401297; 17752;03 48 02.04;+07 07 46.7; 7.87;057.00851101;+07.12964397;   5.10;   19.40;   -1.58;  1.13; 1.083; ;057.00855853;+07.12964013
057.0103333257;-23.1976334153; 17753;03 48 02.47;-23 11 51.5; 8.19;057.01030675;-23.19764445;   9.92;   10.05;    4.54;  1.01; 0.474; ;057.01033333;-23.19763342
057.0117988405;-39.9307608796; 17754;03 48 02.83;-39 55 50.8; 9.25;057.01178594;-39.93078414;   1.18;    4.07;    9.57;  1.10; 1.265; ;057.01179884;-39.93076088
057.0137326218;-53.7523324743; 17755;03 48 03.28;-53 45 08.4; 8.45;057.01366311;-53.75233595;   1.98;   16.91;    1.43;  0.79; 1.306; ;057.01373262;-53.75233247
057.0177265238;+45.3549370653; 17756;03 48 04.27;+45 21 17.9; 7.66;057.01777640;+45.35497610;   3.78;  -14.42;  -16.06;  0.91; 0.374; ;057.01772652;+45.35493707
057.0184790269;-00.5617649556; 17757;03 48 04.44;-00 33 42.4; 9.39;057.01848593;-00.56179140;  -2.54;   -2.84;   10.88;  3.81; 0.486; ;057.01847903;-00.56176496
057.0236842092;-08.0454550876; 17758;03 48 05.68;-08 02 43.1; 8.22;057.02368200;-08.04530398;   7.32;    0.90;  -62.17;  1.01; 0.529; ;057.02368421;-08.04545509
057.0272525156;+24.9884165298; 17759;03 48 06.56;+24 59 18.5; 6.44;057.02732709;+24.98848495;   4.42;  -27.81;  -28.15;  0.94; 1.701; ;057.02725252;+24.98841653
057.0347991573;-58.2222962690; 17760;03 48 08.34;-58 13 19.4; 8.94;057.03475185;-58.22204721;  13.77;   10.25; -102.47;  0.86; 0.650; ;057.03479916;-58.22229627
057.0355094617;-21.5760126122; 17761;03 48 08.52;-21 34 33.8; 8.39;057.03551563;-21.57604664;   6.70;   -2.36;   14.00;  1.12; 0.352; ;057.03550946;-21.57601261
057.0389556854;+10.1726644875; 17762;03 48 09.33;+10 10 21.4; 9.30;057.03885896;+10.17262380;   5.31;   39.17;   16.74;  1.57; 0.558; ;057.03895569;+10.17266449
057.0441252852;+21.3290683594; 17763;03 48 10.59;+21 19 44.8; 7.97;057.04414295;+21.32910229;  11.94;   -6.77;  -13.96;  1.31; 0.231; ;057.04412529;+21.32906836
057.0477930418;-74.6941137824; 17764;03 48 11.33;-74 41 39.0; 7.13;057.04721333;-74.69417637;  18.23;   62.96;   25.75;  0.58; 0.400; ;057.04779304;-74.69411378
057.0476709529;-41.1779337941; 17765;03 48 11.46;-41 10 40.6; 9.53;057.04774261;-41.17795494;   5.43;  -22.19;    8.70;  1.47; 0.518; ;057.04767095;-41.17793379
057.0494248500;+07.1462398166; 17766;03 48 11.76;+07 08 46.4;10.85;057.04900068;+07.14622798;  24.02;  173.16;    4.87;  2.27; 1.340; ;057.04942485;+07.14623982
057.0532033877;-26.9557600571; 17767;03 48 12.77;-26 57 20.5;12.14;057.05318989;-26.95568838;   7.52;    4.95;  -29.49;  3.16;      ; ;057.05320339;-26.95576006
